retailer,invoice_date,region,state,product,price_per_unit,units_sold,total_sales
Walmart,2021-08-17,Southeast,Florida,Men's Apparel,80,475,38000
Amazon,2021-11-22,Southeast,Kentucky,Men's Street Footwear,50,425,21250
Foot Locker,2021-02-24,West,Wyoming,Men's Street Footwear,30,450,13500
Foot Locker,2021-03-06,Northeast,Rhode Island,Men's Street Footwear,35,445,15575
Foot Locker,2021-09-25,Southeast,Virginia,Men's Street Footwear,50,450,22500
Walmart,2021-11-17,Southeast,Florida,Men's Apparel,85,475,40375
Foot Locker,2021-01-20,Southeast,Kentucky,Men's Apparel,40,425,17000
Kohl's,2021-03-23,West,California,Men's Apparel,50,425,21250
Foot Locker,2021-09-25,Southeast,Virginia,Men's Athletic Footwear,55,450,24750
Kohl's,2021-04-11,West,California,Men's Apparel,50,425,21250
Foot Locker,2021-02-18,Southeast,Kentucky,Men's Athletic Footwear,30,425,12750
West Gear,2021-02-10,Northeast,New York,Women's Athletic Footwear,40,475,19000
Foot Locker,2021-11-24,Southeast,Virginia,Women's Athletic Footwear,55,450,24750
Foot Locker,2021-07-24,Midwest,Illinois,Men's Street Footwear,60,425,25500
Sports Direct,2021-01-19,Southeast,Virginia,Men's Apparel,45,450,20250
Foot Locker,2021-03-16,South,Mississippi,Women's Apparel,25,425,10625
Sports Direct,2021-08-20,South,Texas,Women's Athletic Footwear,35,425,14875
Sports Direct,2021-02-17,Southeast,Virginia,Men's Athletic Footwear,35,450,15750
Foot Locker,2021-05-16,South,Mississippi,Women's Street Footwear,35,425,14875
Sports Direct,2021-09-01,South,Texas,Women's Athletic Footwear,30,425,12750
Sports Direct,2021-02-17,Midwest,Michigan,Men's Apparel,45,450,20250
Sports Direct,2021-11-17,South,Mississippi,Men's Apparel,75,425,31875
Sports Direct,2021-03-15,Midwest,Michigan,Men's Athletic Footwear,35,450,15750
Sports Direct,2021-10-07,South,Texas,Women's Athletic Footwear,45,425,19125
Sports Direct,2021-04-16,Midwest,Michigan,Women's Street Footwear,30,450,13500
Foot Locker,2021-10-22,South,Texas,Men's Street Footwear,45,425,19125
West Gear,2020-01-09,West,Nevada,Men's Athletic Footwear,45,425,19125
West Gear,2020-01-10,West,Nevada,Women's Street Footwear,45,425,19125
West Gear,2020-02-04,West,Nevada,Women's Athletic Footwear,60,425,25500
Sports Direct,2021-05-15,Midwest,Michigan,Women's Athletic Footwear,45,450,20250
West Gear,2020-03-05,West,Nevada,Women's Street Footwear,60,425,25500
Sports Direct,2021-11-16,Midwest,Michigan,Men's Apparel,60,450,27000
West Gear,2020-03-15,West,Nevada,Men's Street Footwear,30,425,12750
West Gear,2020-03-16,West,Nevada,Men's Athletic Footwear,40,425,17000
West Gear,2021-03-08,Northeast,New York,Men's Apparel,55,475,26125
West Gear,2020-03-17,West,Nevada,Women's Street Footwear,40,425,17000
West Gear,2020-03-22,West,Colorado,Men's Athletic Footwear,40,425,17000
West Gear,2021-04-09,Northeast,New York,Men's Apparel,55,475,26125
West Gear,2020-03-23,West,Colorado,Women's Street Footwear,40,425,17000
Kohl's,2021-05-10,West,Wyoming,Men's Apparel,50,475,23750
Kohl's,2021-10-12,West,Wyoming,Women's Athletic Footwear,45,475,21375
Sports Direct,2021-04-30,South,Tennessee,Women's Athletic Footwear,55,400,22000
Kohl's,2021-10-12,West,Wyoming,Men's Apparel,55,475,26125
Walmart,2021-05-19,South,Arkansas,Women's Apparel,45,425,19125
West Gear,2020-05-07,West,Colorado,Women's Apparel,70,425,29750
Sports Direct,2021-05-01,South,Tennessee,Men's Apparel,50,400,20000
Kohl's,2021-11-11,West,Wyoming,Men's Apparel,55,475,26125
Foot Locker,2021-06-20,Midwest,Nebraska,Men's Street Footwear,40,400,16000
West Gear,2020-05-16,West,Colorado,Women's Street Footwear,55,425,23375
Foot Locker,2021-03-23,Southeast,Virginia,Men's Street Footwear,40,475,19000
Foot Locker,2021-07-08,Midwest,Nebraska,Men's Street Footwear,40,400,16000
West Gear,2020-05-24,West,Colorado,Men's Apparel,75,425,31875
Sports Direct,2021-08-18,South,Alabama,Women's Apparel,35,400,14000
West Gear,2020-06-06,West,Washington,Women's Apparel,50,425,21250
Foot Locker,2021-04-24,Southeast,Virginia,Men's Street Footwear,55,475,26125
Sports Direct,2021-08-29,South,Alabama,Men's Apparel,50,400,20000
West Gear,2020-06-08,West,Washington,Men's Athletic Footwear,60,425,25500
Foot Locker,2021-11-24,Southeast,Virginia,Women's Street Footwear,45,475,21375
Amazon,2021-10-19,Northeast,Maine,Men's Street Footwear,60,400,24000
West Gear,2020-06-09,West,Washington,Women's Street Footwear,65,425,27625
Sports Direct,2021-12-23,Southeast,Virginia,Men's Apparel,80,475,38000
Amazon,2021-05-20,West,Alaska,Women's Apparel,70,400,28000
West Gear,2020-07-17,West,Washington,Men's Apparel,80,425,34000
Amazon,2021-06-22,West,Alaska,Men's Athletic Footwear,60,400,24000
West Gear,2020-07-29,West,Washington,Men's Apparel,90,425,38250
Sports Direct,2021-03-15,Midwest,Michigan,Women's Street Footwear,25,475,11875
Amazon,2021-08-21,West,Alaska,Women's Apparel,70,400,28000
Foot Locker,2020-11-16,Midwest,Minnesota,Men's Street Footwear,45,425,19125
Sports Direct,2021-03-15,Midwest,Michigan,Women's Apparel,35,475,16625
Kohl's,2021-01-04,Midwest,Montana,Men's Athletic Footwear,45,425,19125
Amazon,2021-12-20,West,Alaska,Men's Athletic Footwear,65,400,26000
Sports Direct,2021-05-15,Midwest,Michigan,Women's Street Footwear,45,475,21375
Kohl's,2021-01-08,Midwest,Montana,Women's Apparel,45,425,19125
Walmart,2021-11-10,West,Hawaii,Women's Athletic Footwear,65,400,26000
Sports Direct,2021-02-17,Southeast,Florida,Women's Apparel,50,400,20000
Kohl's,2021-01-10,Midwest,Montana,Men's Athletic Footwear,45,425,19125
Sports Direct,2021-05-15,Midwest,Michigan,Men's Apparel,55,475,26125
Sports Direct,2021-03-16,Southeast,Florida,Men's Athletic Footwear,60,400,24000
Kohl's,2021-01-11,Midwest,Montana,Women's Street Footwear,45,425,19125
Sports Direct,2021-09-15,Midwest,Michigan,Women's Athletic Footwear,35,475,16625
Walmart,2021-04-17,Southeast,Florida,Women's Street Footwear,70,400,28000
Kohl's,2021-01-22,Midwest,Montana,Men's Athletic Footwear,45,425,19125
Walmart,2021-10-17,Southeast,Florida,Men's Street Footwear,50,400,20000
Sports Direct,2021-09-15,Midwest,Michigan,Men's Apparel,45,475,21375
Kohl's,2021-01-23,Midwest,Montana,Women's Street Footwear,45,425,19125
Walmart,2021-10-17,Southeast,Florida,Women's Street Footwear,60,400,24000
Sports Direct,2021-11-16,Midwest,Michigan,Women's Athletic Footwear,45,475,21375
Kohl's,2021-01-30,Midwest,Montana,Women's Athletic Footwear,40,425,17000
Walmart,2021-10-17,Southeast,Florida,Women's Apparel,70,400,28000
Foot Locker,2021-08-18,Midwest,Missouri,Men's Athletic Footwear,40,475,19000
Kohl's,2021-02-11,Midwest,Montana,Women's Athletic Footwear,45,425,19125
Kohl's,2021-03-10,West,Wyoming,Women's Athletic Footwear,35,400,14000
Walmart,2021-06-21,South,Arkansas,Men's Athletic Footwear,35,425,14875
Kohl's,2021-02-12,Midwest,Montana,Men's Apparel,55,425,23375
Foot Locker,2021-01-24,West,Wyoming,Women's Apparel,40,400,16000
Foot Locker,2021-08-18,Midwest,Missouri,Women's Apparel,40,475,19000
Kohl's,2021-02-28,Midwest,Montana,Women's Street Footwear,40,425,17000
Foot Locker,2021-06-24,Southeast,Virginia,Men's Apparel,90,400,36000
Walmart,2021-07-19,South,Arkansas,Men's Apparel,60,425,25500
Kohl's,2021-03-01,Midwest,Montana,Women's Athletic Footwear,40,425,17000
Sports Direct,2021-01-19,Southeast,Virginia,Women's Athletic Footwear,30,400,12000
Walmart,2021-09-19,South,Arkansas,Women's Apparel,30,425,12750
Sports Direct,2021-03-27,South,Tennessee,Women's Apparel,35,425,14875
Sports Direct,2021-04-07,South,Tennessee,Men's Apparel,45,425,19125
Kohl's,2021-12-19,South,Oklahoma,Men's Athletic Footwear,60,425,25500
Foot Locker,2021-05-21,South,Tennessee,Men's Street Footwear,35,425,14875
Kohl's,2021-12-19,South,Oklahoma,Women's Apparel,75,425,31875
Sports Direct,2021-08-09,South,Alabama,Women's Street Footwear,35,425,14875
West Gear,2021-01-11,Midwest,Missouri,Men's Athletic Footwear,25,475,11875
Kohl's,2021-07-12,Midwest,Kansas,Men's Athletic Footwear,50,425,21250
Sports Direct,2021-09-15,South,Alabama,Women's Athletic Footwear,50,425,21250
Sports Direct,2021-09-16,South,Alabama,Men's Apparel,55,425,23375
Kohl's,2021-08-13,Midwest,Kansas,Men's Athletic Footwear,55,425,23375
Sports Direct,2021-10-04,South,Alabama,Men's Apparel,50,425,21250
West Gear,2021-11-10,Midwest,Indiana,Men's Street Footwear,45,425,19125
Amazon,2021-07-20,West,Alaska,Men's Athletic Footwear,60,425,25500
Amazon,2021-08-21,West,Alaska,Men's Athletic Footwear,60,425,25500
West Gear,2021-06-17,Northeast,West Virginia,Men's Athletic Footwear,40,425,17000
Amazon,2021-11-21,West,Alaska,Men's Street Footwear,75,425,31875
West Gear,2021-06-17,Northeast,West Virginia,Women's Apparel,65,425,27625
Foot Locker,2021-01-10,West,Alaska,Women's Apparel,45,425,19125
West Gear,2021-08-17,Northeast,West Virginia,Women's Apparel,55,425,23375
Walmart,2021-11-10,West,Hawaii,Women's Street Footwear,55,425,23375
Sports Direct,2021-04-16,Midwest,Michigan,Men's Apparel,50,400,20000
Sports Direct,2021-12-09,West,Hawaii,Men's Apparel,90,425,38250
West Gear,2021-10-17,Northeast,West Virginia,Men's Street Footwear,45,425,19125
Sports Direct,2021-10-17,Midwest,Michigan,Women's Athletic Footwear,40,400,16000
Foot Locker,2021-01-24,Northeast,West Virginia,Men's Street Footwear,35,425,14875
Sports Direct,2021-10-17,Midwest,Michigan,Men's Apparel,50,400,20000
Foot Locker,2021-02-18,Midwest,Missouri,Women's Apparel,30,400,12000
West Gear,2021-04-21,Northeast,Maryland,Men's Street Footwear,35,425,14875
Foot Locker,2021-08-18,Midwest,Missouri,Women's Street Footwear,35,400,14000
Sports Direct,2021-01-17,West,Hawaii,Men's Street Footwear,40,425,17000
Foot Locker,2021-09-19,Midwest,Missouri,Men's Athletic Footwear,30,400,12000
Sports Direct,2021-01-17,West,Hawaii,Men's Athletic Footwear,50,425,21250
Foot Locker,2021-11-18,Midwest,Missouri,Women's Apparel,50,400,20000
West Gear,2021-01-11,Midwest,Missouri,Women's Apparel,25,475,11875
West Gear,2021-12-17,Midwest,Missouri,Women's Street Footwear,35,400,14000
West Gear,2021-03-10,West,Utah,Women's Apparel,30,400,12000
West Gear,2021-07-10,West,Utah,Women's Street Footwear,25,475,11875
West Gear,2021-04-11,West,Utah,Women's Apparel,25,400,10000
West Gear,2021-03-23,West,Oregon,Men's Street Footwear,40,475,19000
Sports Direct,2021-09-20,Northeast,Maryland,Men's Street Footwear,50,425,21250
West Gear,2021-05-12,West,Utah,Women's Apparel,45,400,18000
West Gear,2021-06-11,West,Utah,Men's Athletic Footwear,25,400,10000
West Gear,2021-04-24,West,Oregon,Men's Street Footwear,55,475,26125
Foot Locker,2021-07-13,Northeast,Delaware,Men's Athletic Footwear,50,425,21250
West Gear,2021-06-11,West,Utah,Men's Apparel,35,400,14000
West Gear,2021-09-12,West,Utah,Women's Apparel,25,400,10000
Foot Locker,2021-08-14,Northeast,Delaware,Men's Athletic Footwear,50,425,21250
Kohl's,2021-12-13,Northeast,Delaware,Women's Apparel,70,425,29750
West Gear,2021-10-11,West,Utah,Women's Apparel,35,400,14000
Kohl's,2021-10-08,Northeast,New Jersey,Men's Street Footwear,55,425,23375
West Gear,2021-12-10,West,Utah,Women's Athletic Footwear,30,400,12000
Sports Direct,2021-06-05,Northeast,Connecticut,Women's Apparel,60,425,25500
West Gear,2021-12-10,West,Utah,Men's Apparel,40,400,16000
West Gear,2021-01-24,West,Utah,Women's Apparel,40,400,16000
Foot Locker,2021-11-04,Northeast,Connecticut,Men's Street Footwear,65,425,27625
West Gear,2020-07-24,West,Washington,Women's Apparel,75,375,28125
West Gear,2021-06-24,West,Oregon,Men's Apparel,90,400,36000
West Gear,2021-01-17,West,Oregon,Men's Street Footwear,35,400,14000
Foot Locker,2021-01-10,Northeast,Connecticut,Men's Street Footwear,35,425,14875
Sports Direct,2021-01-17,West,Hawaii,Women's Street Footwear,50,425,21250
Foot Locker,2020-11-27,Midwest,Minnesota,Women's Apparel,55,375,20625
West Gear,2021-01-17,West,Oregon,Men's Athletic Footwear,45,400,18000
Foot Locker,2021-04-07,Northeast,Rhode Island,Men's Street Footwear,35,425,14875
West Gear,2021-01-17,West,Oregon,Women's Street Footwear,45,400,18000
Foot Locker,2020-12-10,Midwest,Minnesota,Men's Street Footwear,45,375,16875
West Gear,2021-02-17,West,Oregon,Men's Athletic Footwear,45,400,18000
Foot Locker,2021-09-06,Northeast,Rhode Island,Men's Street Footwear,50,425,21250
West Gear,2021-02-17,West,Oregon,Women's Street Footwear,45,400,18000
Kohl's,2021-01-16,Midwest,Montana,Men's Athletic Footwear,45,375,16875
Sports Direct,2021-07-13,Northeast,Massachusetts,Women's Apparel,60,425,25500
West Gear,2021-03-16,South,Louisiana,Women's Street Footwear,60,400,24000
West Gear,2021-05-18,South,Louisiana,Men's Athletic Footwear,50,400,20000
Kohl's,2021-01-20,Midwest,Montana,Women's Apparel,60,375,22500
West Gear,2021-05-18,South,Louisiana,Women's Street Footwear,50,400,20000
West Gear,2021-10-17,South,Louisiana,Men's Street Footwear,35,400,14000
Foot Locker,2021-02-10,West,Hawaii,Women's Apparel,45,350,15750
Kohl's,2021-02-23,Midwest,Montana,Women's Athletic Footwear,45,375,16875
West Gear,2021-10-17,South,Louisiana,Women's Street Footwear,45,400,18000
Foot Locker,2021-03-09,West,Hawaii,Men's Athletic Footwear,55,350,19250
West Gear,2021-10-17,South,Louisiana,Women's Apparel,55,400,22000
Kohl's,2021-03-02,Midwest,Montana,Men's Apparel,55,375,20625
Foot Locker,2021-04-10,West,Hawaii,Women's Street Footwear,65,350,22750
West Gear,2021-03-06,West,Idaho,Women's Apparel,35,400,14000
Foot Locker,2021-06-10,West,Hawaii,Men's Apparel,85,350,29750
Sports Direct,2021-03-25,South,Tennessee,Women's Athletic Footwear,35,375,13125
Amazon,2021-07-10,Northeast,Vermont,Men's Athletic Footwear,55,425,23375
Walmart,2021-08-10,West,Hawaii,Women's Apparel,75,350,26250
Sports Direct,2021-05-06,South,Tennessee,Women's Athletic Footwear,40,375,15000
Amazon,2021-08-11,Northeast,Vermont,Men's Athletic Footwear,55,425,23375
Walmart,2021-09-11,West,Hawaii,Men's Apparel,75,350,26250
Walmart,2021-04-17,Southeast,Florida,Men's Athletic Footwear,70,350,24500
Foot Locker,2021-06-08,Midwest,Nebraska,Men's Street Footwear,40,375,15000
Amazon,2021-12-10,Northeast,Vermont,Women's Apparel,75,425,31875
Walmart,2021-10-17,Southeast,Florida,Men's Apparel,65,350,22750
West Gear,2021-05-05,West,Idaho,Men's Apparel,50,400,20000
Amazon,2021-05-17,Northeast,New Hampshire,Women's Apparel,70,425,29750
Foot Locker,2021-01-24,West,Wyoming,Men's Street Footwear,30,350,10500
Sports Direct,2021-08-10,South,Alabama,Women's Athletic Footwear,35,375,13125
Sports Direct,2021-09-05,West,Idaho,Women's Athletic Footwear,60,400,24000
Foot Locker,2021-01-24,West,Wyoming,Men's Athletic Footwear,40,350,14000
Amazon,2021-12-20,Northeast,Maine,Women's Apparel,60,375,22500
Sports Direct,2021-09-05,West,Idaho,Men's Apparel,55,400,22000
Foot Locker,2021-01-24,West,Wyoming,Women's Street Footwear,40,350,14000
Foot Locker,2021-05-24,West,Arizona,Women's Street Footwear,55,400,22000
Amazon,2021-11-18,Northeast,Maine,Men's Street Footwear,65,375,24375
Foot Locker,2021-08-23,West,Arizona,Women's Athletic Footwear,55,400,22000
Foot Locker,2021-02-24,West,Wyoming,Men's Athletic Footwear,40,350,14000
West Gear,2021-01-10,Northeast,Maine,Men's Street Footwear,35,375,13125
Foot Locker,2021-08-23,West,Arizona,Men's Apparel,65,400,26000
Foot Locker,2021-02-24,West,Wyoming,Women's Street Footwear,40,350,14000
Kohl's,2021-02-26,West,New Mexico,Women's Apparel,45,400,18000
Foot Locker,2021-03-23,Southeast,Virginia,Women's Street Footwear,55,350,19250
West Gear,2021-01-10,Northeast,Maine,Men's Athletic Footwear,45,375,16875
Kohl's,2021-03-25,West,New Mexico,Men's Athletic Footwear,55,400,22000
Foot Locker,2021-05-25,Southeast,Virginia,Men's Athletic Footwear,55,350,19250
Kohl's,2021-03-25,West,New Mexico,Women's Street Footwear,55,400,22000
West Gear,2021-01-10,Northeast,Maine,Women's Street Footwear,45,375,16875
Foot Locker,2021-05-25,Southeast,Virginia,Women's Street Footwear,55,350,19250
Kohl's,2021-04-26,West,New Mexico,Women's Street Footwear,60,400,24000
Amazon,2021-11-21,West,Alaska,Women's Apparel,80,375,30000
Foot Locker,2021-10-24,Southeast,Virginia,Men's Street Footwear,40,350,14000
Sports Direct,2021-02-13,West,New Mexico,Men's Athletic Footwear,40,400,16000
Foot Locker,2021-10-24,Southeast,Virginia,Women's Street Footwear,50,350,17500
Sports Direct,2021-02-13,West,New Mexico,Women's Street Footwear,40,400,16000
Foot Locker,2021-01-10,West,Alaska,Men's Street Footwear,35,375,13125
Foot Locker,2021-10-24,Southeast,Virginia,Women's Apparel,60,350,21000
Sports Direct,2021-05-14,Southeast,Georgia,Men's Athletic Footwear,55,400,22000
Amazon,2021-06-19,Northeast,New Hampshire,Men's Athletic Footwear,60,425,25500
Foot Locker,2021-01-10,West,Alaska,Men's Athletic Footwear,45,375,16875
Foot Locker,2021-03-17,Midwest,Missouri,Women's Apparel,35,350,12250
Amazon,2021-08-18,Northeast,New Hampshire,Women's Apparel,70,425,29750
Foot Locker,2021-01-10,West,Alaska,Women's Street Footwear,45,375,16875
Foot Locker,2021-04-18,Midwest,Missouri,Women's Apparel,30,350,10500
Foot Locker,2021-05-19,Midwest,Missouri,Women's Apparel,50,350,17500
Foot Locker,2021-12-17,Northeast,New Hampshire,Men's Athletic Footwear,65,425,27625
Foot Locker,2021-06-18,Midwest,Missouri,Men's Athletic Footwear,30,350,10500
Foot Locker,2021-06-02,Midwest,Nebraska,Men's Street Footwear,40,420,16800
Foot Locker,2021-02-10,West,Alaska,Men's Athletic Footwear,45,375,16875
Foot Locker,2021-06-14,Midwest,Nebraska,Men's Street Footwear,45,420,18900
Foot Locker,2021-06-18,Midwest,Missouri,Men's Apparel,40,350,14000
Foot Locker,2021-07-11,Midwest,Illinois,Women's Apparel,55,400,22000
Foot Locker,2021-09-19,Midwest,Missouri,Women's Apparel,30,350,10500
Foot Locker,2021-07-30,Midwest,Illinois,Men's Street Footwear,60,400,24000
Foot Locker,2021-10-18,Midwest,Missouri,Women's Apparel,40,350,14000
Sports Direct,2021-05-14,Southeast,Georgia,Women's Apparel,70,400,28000
Sports Direct,2021-08-26,South,Texas,Women's Athletic Footwear,35,400,14000
Sports Direct,2021-10-08,South,Texas,Men's Apparel,40,400,16000
Foot Locker,2021-12-15,Northeast,Pennsylvania,Men's Street Footwear,60,400,24000
Sports Direct,2021-06-13,Southeast,Georgia,Women's Athletic Footwear,50,400,20000
Sports Direct,2021-09-14,Southeast,Georgia,Women's Athletic Footwear,45,400,18000
West Gear,2020-01-13,West,Nevada,Women's Apparel,45,400,18000
Sports Direct,2021-09-14,Southeast,Georgia,Men's Apparel,55,400,22000
West Gear,2020-01-15,West,Nevada,Men's Athletic Footwear,55,400,22000
Sports Direct,2021-11-13,Southeast,Georgia,Women's Athletic Footwear,55,400,22000
Foot Locker,2021-12-12,Southeast,Georgia,Men's Apparel,65,400,26000
West Gear,2020-01-16,West,Nevada,Women's Street Footwear,55,400,22000
Amazon,2021-10-11,Midwest,Ohio,Women's Athletic Footwear,30,400,12000
West Gear,2020-01-22,West,Nevada,Women's Street Footwear,65,400,26000
West Gear,2020-01-27,West,Nevada,Men's Athletic Footwear,65,400,26000
West Gear,2021-12-17,Midwest,Missouri,Women's Athletic Footwear,35,350,12250
Amazon,2021-10-11,Midwest,Ohio,Men's Apparel,40,400,16000
Amazon,2021-08-22,Southeast,Kentucky,Women's Apparel,55,400,22000
West Gear,2020-01-28,West,Nevada,Women's Street Footwear,65,400,26000
Foot Locker,2021-02-18,South,Mississippi,Men's Apparel,40,400,16000
West Gear,2020-02-18,West,Nevada,Women's Apparel,80,400,32000
Foot Locker,2021-03-16,South,Mississippi,Men's Athletic Footwear,25,400,10000
West Gear,2020-02-22,West,Nevada,Women's Athletic Footwear,60,400,24000
Foot Locker,2021-05-16,South,Mississippi,Men's Apparel,45,400,18000
Walmart,2021-09-16,South,Mississippi,Men's Apparel,30,400,12000
West Gear,2020-02-23,West,Nevada,Men's Apparel,70,400,28000
West Gear,2020-03-06,West,Nevada,Women's Athletic Footwear,60,400,24000
Walmart,2021-04-20,South,Arkansas,Women's Apparel,30,400,12000
Walmart,2021-06-21,South,Arkansas,Women's Street Footwear,40,400,16000
West Gear,2020-03-13,West,Nevada,Men's Apparel,70,400,28000
Walmart,2021-07-19,South,Arkansas,Women's Athletic Footwear,45,400,18000
Walmart,2021-08-20,South,Arkansas,Women's Athletic Footwear,40,400,16000
West Gear,2020-03-26,West,Colorado,Women's Apparel,40,400,16000
West Gear,2021-10-21,South,Arkansas,Women's Apparel,30,400,12000
West Gear,2020-03-28,West,Colorado,Men's Athletic Footwear,50,400,20000
West Gear,2021-12-19,South,Arkansas,Women's Athletic Footwear,60,400,24000
West Gear,2021-12-19,South,Arkansas,Men's Apparel,70,400,28000
West Gear,2020-03-29,West,Colorado,Women's Street Footwear,55,400,22000
Foot Locker,2021-12-12,Midwest,Kansas,Men's Athletic Footwear,60,400,24000
West Gear,2020-05-01,West,Colorado,Women's Apparel,80,400,32000
Foot Locker,2021-12-12,Midwest,Kansas,Women's Apparel,75,400,30000
West Gear,2020-05-05,West,Colorado,Women's Athletic Footwear,65,400,26000
Foot Locker,2021-10-12,Midwest,South Dakota,Men's Street Footwear,55,400,22000
West Gear,2021-12-17,Midwest,Missouri,Men's Apparel,45,350,15750
West Gear,2020-05-06,West,Colorado,Men's Apparel,75,400,30000
Sports Direct,2021-11-12,Midwest,South Dakota,Men's Street Footwear,55,400,22000
West Gear,2021-03-10,West,Utah,Men's Athletic Footwear,30,350,10500
Sports Direct,2021-10-09,Midwest,North Dakota,Men's Street Footwear,50,400,20000
West Gear,2020-05-17,West,Colorado,Women's Athletic Footwear,65,400,26000
West Gear,2021-08-11,West,Utah,Men's Apparel,30,350,10500
Foot Locker,2021-11-09,Midwest,North Dakota,Men's Street Footwear,50,400,20000
West Gear,2020-06-15,West,Washington,Women's Street Footwear,75,400,30000
West Gear,2021-11-11,West,Utah,Men's Apparel,40,350,14000
Foot Locker,2021-10-06,Midwest,Iowa,Men's Street Footwear,45,400,18000
West Gear,2021-01-24,West,Utah,Men's Street Footwear,30,350,10500
West Gear,2020-06-20,West,Washington,Men's Athletic Footwear,65,400,26000
West Gear,2021-11-06,Midwest,Iowa,Men's Street Footwear,45,400,18000
West Gear,2021-01-24,West,Utah,Men's Athletic Footwear,40,350,14000
West Gear,2021-11-03,Midwest,Wisconsin,Men's Street Footwear,45,400,18000
West Gear,2020-06-21,West,Washington,Women's Street Footwear,65,400,26000
West Gear,2021-01-24,West,Utah,Women's Street Footwear,40,350,14000
West Gear,2021-10-10,Midwest,Indiana,Men's Street Footwear,45,400,18000
West Gear,2020-07-12,West,Washington,Women's Apparel,80,400,32000
West Gear,2021-02-24,West,Utah,Men's Athletic Footwear,40,350,14000
West Gear,2021-12-09,Midwest,Indiana,Men's Athletic Footwear,50,400,20000
West Gear,2021-02-24,West,Utah,Women's Street Footwear,40,350,14000
West Gear,2021-12-09,Midwest,Indiana,Women's Apparel,65,400,26000
West Gear,2020-07-16,West,Washington,Women's Athletic Footwear,70,400,28000
Foot Locker,2021-02-10,West,Alaska,Women's Street Footwear,45,375,16875
West Gear,2021-03-23,West,Oregon,Women's Street Footwear,55,350,19250
West Gear,2021-07-16,Northeast,West Virginia,Men's Athletic Footwear,55,400,22000
Foot Locker,2020-11-04,Midwest,Minnesota,Men's Street Footwear,40,400,16000
West Gear,2021-05-25,West,Oregon,Men's Athletic Footwear,55,350,19250
Foot Locker,2021-11-17,Northeast,West Virginia,Women's Apparel,70,400,28000
Foot Locker,2021-03-09,West,Hawaii,Women's Street Footwear,60,375,22500
West Gear,2021-12-16,Northeast,West Virginia,Women's Street Footwear,55,400,22000
West Gear,2021-05-25,West,Oregon,Women's Street Footwear,55,350,19250
Kohl's,2021-01-14,Midwest,Montana,Women's Apparel,45,400,18000
Foot Locker,2021-05-13,Northeast,Delaware,Women's Apparel,60,400,24000
Foot Locker,2021-05-11,West,Hawaii,Men's Athletic Footwear,60,375,22500
West Gear,2021-10-24,West,Oregon,Men's Street Footwear,40,350,14000
Kohl's,2021-01-17,Midwest,Montana,Women's Street Footwear,45,400,18000
Foot Locker,2021-06-15,Northeast,Delaware,Men's Athletic Footwear,50,400,20000
West Gear,2021-10-24,West,Oregon,Women's Street Footwear,50,350,17500
Foot Locker,2021-05-11,West,Hawaii,Women's Street Footwear,60,375,22500
Foot Locker,2021-08-14,Northeast,Delaware,Women's Apparel,60,400,24000
West Gear,2021-10-24,West,Oregon,Women's Apparel,60,350,21000
Kohl's,2021-01-26,Midwest,Montana,Women's Apparel,60,400,24000
Kohl's,2021-12-13,Northeast,Delaware,Men's Athletic Footwear,55,400,22000
West Gear,2021-03-16,South,Louisiana,Women's Apparel,45,350,15750
Walmart,2021-09-11,West,Hawaii,Women's Street Footwear,65,375,24375
Kohl's,2021-02-13,Midwest,Montana,Women's Apparel,60,400,24000
Kohl's,2021-06-08,Northeast,New Jersey,Women's Apparel,55,400,22000
West Gear,2021-04-17,South,Louisiana,Women's Apparel,60,350,21000
Sports Direct,2021-11-07,Northeast,New Jersey,Men's Street Footwear,60,400,24000
Walmart,2021-09-11,West,Hawaii,Women's Apparel,60,375,22500
Kohl's,2021-02-17,Midwest,Montana,Women's Athletic Footwear,45,400,18000
West Gear,2021-10-17,South,Louisiana,Men's Apparel,50,350,17500
Sports Direct,2021-07-03,Northeast,Connecticut,Men's Athletic Footwear,50,400,20000
Foot Locker,2021-03-06,West,Idaho,Women's Athletic Footwear,35,350,12250
Kohl's,2021-02-18,Midwest,Montana,Men's Apparel,55,400,22000
Walmart,2021-11-10,West,Hawaii,Men's Apparel,85,375,31875
Sports Direct,2021-10-04,West,Idaho,Men's Apparel,35,350,12250
Sports Direct,2021-08-04,Northeast,Connecticut,Men's Athletic Footwear,50,400,20000
Kohl's,2021-02-22,Midwest,Montana,Women's Street Footwear,45,400,18000
Sports Direct,2021-03-16,Southeast,Florida,Women's Apparel,60,375,22500
Foot Locker,2021-02-23,West,Arizona,Women's Apparel,40,350,14000
Foot Locker,2021-12-03,Northeast,Connecticut,Women's Apparel,70,400,28000
Foot Locker,2021-03-22,West,Arizona,Men's Athletic Footwear,50,350,17500
Kohl's,2021-02-25,Midwest,Montana,Women's Apparel,60,400,24000
Walmart,2021-04-17,Southeast,Florida,Women's Apparel,75,375,28125
Foot Locker,2021-03-22,West,Arizona,Women's Street Footwear,50,350,17500
Walmart,2021-10-17,Southeast,Florida,Women's Athletic Footwear,55,375,20625
Foot Locker,2021-04-23,West,Arizona,Women's Street Footwear,55,350,19250
Kohl's,2021-03-08,Midwest,Montana,Men's Apparel,55,400,22000
Foot Locker,2021-06-23,West,Arizona,Women's Athletic Footwear,50,350,17500
